,M_GAME_MINOR_VERSION,M_SESSION_TIME,TIMESTAMP,M_TRACK_TEMPERATURE,M_TRACK_LENGTH,M_FORECAST_ACCURACY,M_AIR_TEMPERATURE,M_NUM_WEATHER_FORECAST_SAMPLES,M_TRACK_ID,M_WEATHER_FORECAST_SAMPLES_M_SESSION_TYPE,M_TIME_OFFSET,M_WEATHER_FORECAST_SAMPLES_M_WEATHER,M_WEATHER_FORECAST_SAMPLES_M_TRACK_TEMPERATURE,M_TRACK_TEMPERATURE_CHANGE,M_WEATHER_FORECAST_SAMPLES_M_AIR_TEMPERATURE,M_AIR_TEMPERATURE_CHANGE,M_RAIN_PERCENTAGE,M_WEATHER,M_SESSION_UID,M_ZONE_START,M_SESSION_TIME_LEFT,M_SESSION_DURATION
1734194,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.088,6999,7200
1734195,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.167,6999,7200
1734196,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.238,6999,7200
1734197,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.298,6999,7200
1734198,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.353,6999,7200
1734199,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.412,6999,7200
1734200,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.45,6999,7200
1734201,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.495,6999,7200
1734202,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.54,6999,7200
1734203,14,208.444,1642162396.0,33,4650,0,25,3,28,,,,,,,,,0,1.0208185256540705e+19,0.62,6999,7200
