,M_GAME_MINOR_VERSION,M_SESSION_TIME,TIMESTAMP,M_TRACK_TEMPERATURE,M_TRACK_LENGTH,M_FORECAST_ACCURACY,M_AIR_TEMPERATURE,M_NUM_WEATHER_FORECAST_SAMPLES,M_TRACK_ID,M_WEATHER_FORECAST_SAMPLES_M_SESSION_TYPE,M_TIME_OFFSET,M_WEATHER_FORECAST_SAMPLES_M_WEATHER,M_WEATHER_FORECAST_SAMPLES_M_TRACK_TEMPERATURE,M_TRACK_TEMPERATURE_CHANGE,M_WEATHER_FORECAST_SAMPLES_M_AIR_TEMPERATURE,M_AIR_TEMPERATURE_CHANGE,M_RAIN_PERCENTAGE,M_WEATHER,M_SESSION_UID,M_ZONE_START,M_SESSION_TIME_LEFT,M_SESSION_DURATION
17017,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.088,1019,1080
17018,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.167,1019,1080
17019,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.238,1019,1080
17020,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.298,1019,1080
17021,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.353,1019,1080
17022,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.412,1019,1080
17023,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.45,1019,1080
17024,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.495,1019,1080
17025,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.54,1019,1080
17026,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.62,1019,1080
17027,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.69,1019,1080
17028,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.726,1019,1080
17029,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.789,1019,1080
17030,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.831,1019,1080
17031,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.925,1019,1080
17032,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.997,1019,1080
17033,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.0,1019,1080
17034,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.0,1019,1080
17035,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.0,1019,1080
17036,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.0,1019,1080
17037,14,65.276,1642724210,33,4650,0,25,10,28,,,,,,,,,0,2.9397342895003817e+18,0.0,1019,1080
17038,14,65.276,1642724210,33,4650,0,25,10,28,8.0,0.0,0.0,33.0,2.0,25.0,2.0,1.0,0,2.9397342895003817e+18,,1019,1080
17039,14,65.276,1642724210,33,4650,0,25,10,28,8.0,5.0,0.0,33.0,2.0,25.0,2.0,1.0,0,2.9397342895003817e+18,,1019,1080
17040,14,65.276,1642724210,33,4650,0,25,10,28,8.0,10.0,0.0,33.0,2.0,25.0,2.0,2.0,0,2.9397342895003817e+18,,1019,1080
17041,14,65.276,1642724210,33,4650,0,25,10,28,10.0,0.0,1.0,32.0,1.0,24.0,1.0,5.0,0,2.9397342895003817e+18,,1019,1080
17042,14,65.276,1642724210,33,4650,0,25,10,28,10.0,5.0,1.0,32.0,2.0,24.0,2.0,5.0,0,2.9397342895003817e+18,,1019,1080
17043,14,65.276,1642724210,33,4650,0,25,10,28,10.0,10.0,1.0,32.0,2.0,24.0,2.0,5.0,0,2.9397342895003817e+18,,1019,1080
17044,14,65.276,1642724210,33,4650,0,25,10,28,10.0,15.0,1.0,32.0,2.0,24.0,2.0,7.0,0,2.9397342895003817e+18,,1019,1080
17045,14,65.276,1642724210,33,4650,0,25,10,28,10.0,30.0,1.0,31.0,1.0,24.0,2.0,17.0,0,2.9397342895003817e+18,,1019,1080
17046,14,65.276,1642724210,33,4650,0,25,10,28,10.0,45.0,1.0,31.0,2.0,23.0,1.0,6.0,0,2.9397342895003817e+18,,1019,1080
17047,14,65.276,1642724210,33,4650,0,25,10,28,10.0,60.0,1.0,30.0,1.0,23.0,2.0,4.0,0,2.9397342895003817e+18,,1019,1080
17048,14,65.276,1642724210,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.9397342895003817e+18,,1019,1080
17049,14,65.276,1642724210,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.9397342895003817e+18,,1019,1080
17050,14,65.276,1642724210,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.9397342895003817e+18,,1019,1080
