,M_GAME_MINOR_VERSION,M_SESSION_TIME,TIMESTAMP,M_TRACK_TEMPERATURE,M_TRACK_LENGTH,M_FORECAST_ACCURACY,M_AIR_TEMPERATURE,M_NUM_WEATHER_FORECAST_SAMPLES,M_TRACK_ID,M_WEATHER_FORECAST_SAMPLES_M_SESSION_TYPE,M_TIME_OFFSET,M_WEATHER_FORECAST_SAMPLES_M_WEATHER,M_WEATHER_FORECAST_SAMPLES_M_TRACK_TEMPERATURE,M_TRACK_TEMPERATURE_CHANGE,M_WEATHER_FORECAST_SAMPLES_M_AIR_TEMPERATURE,M_AIR_TEMPERATURE_CHANGE,M_RAIN_PERCENTAGE,M_WEATHER,M_SESSION_UID,M_ZONE_START,M_SESSION_TIME_LEFT,M_SESSION_DURATION
2145990,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.944,7132,7200
2145991,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.054,7132,7200
2145992,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.126,7132,7200
2145993,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.176,7132,7200
2145994,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.228,7132,7200
2145995,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.254,7132,7200
2145996,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.299,7132,7200
2145997,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.371,7132,7200
2145998,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.443,7132,7200
2145999,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.527,7132,7200
2146000,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.583,7132,7200
2146001,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.639,7132,7200
2146002,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.702,7132,7200
2146003,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.736,7132,7200
2146004,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.792,7132,7200
2146005,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.878,7132,7200
2146006,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.91,7132,7200
2146007,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.0,7132,7200
2146008,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.0,7132,7200
2146009,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.0,7132,7200
2146010,14,72.362,1641646977.2665043,31,5815,0,23,3,1,,,,,,,,,0,1.391867972949549e+18,0.0,7132,7200
2146011,14,72.362,1641646977.2665043,31,5815,0,23,3,1,10.0,0.0,0.0,32.0,2.0,23.0,2.0,3.0,0,1.391867972949549e+18,,7132,7200
2146012,14,72.362,1641646977.2665043,31,5815,0,23,3,1,10.0,5.0,0.0,32.0,2.0,23.0,2.0,3.0,0,1.391867972949549e+18,,7132,7200
2146013,14,72.362,1641646977.2665043,31,5815,0,23,3,1,10.0,10.0,0.0,32.0,2.0,23.0,2.0,3.0,0,1.391867972949549e+18,,7132,7200
2146014,14,72.362,1641646977.2665043,31,5815,0,23,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.391867972949549e+18,,7132,7200
2146015,14,72.362,1641646977.2665043,31,5815,0,23,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.391867972949549e+18,,7132,7200
2146016,14,72.362,1641646977.2665043,31,5815,0,23,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.391867972949549e+18,,7132,7200
2146017,14,72.362,1641646977.2665043,31,5815,0,23,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.391867972949549e+18,,7132,7200
